urun_adi,sku,oztiryakiler_url,alt_kategoriler,kategori_ana,mevcut_satis_fiyati,liste_fiyati,eslesme_durumu,equsto_fiyat_tl,equsto_urun_kodu,equsto_url
Döküm Oval Tencere 8130.0TC29.K1T-tr,,https://oztiryakiler.com.tr/urun/dokum-oval-tencere-8130-0tc29-k1t/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Oval Tencere 8130.0TC29.K1Y-tr,,https://oztiryakiler.com.tr/urun/dokum-oval-tencere-8130-0tc29-k1y/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Plate 8149.2215T.K42-tr,,https://oztiryakiler.com.tr/urun/dokum-plate-8149-2215t-k42/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Saç Kavurma Tavası 8149.020T7.K4-tr,,https://oztiryakiler.com.tr/urun/dokum-sac-kavurma-tavasi-8149-020t7-k4/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Saç Kavurma Tavası 8149.028T7.00-tr,,https://oztiryakiler.com.tr/urun/dokum-sac-kavurma-tavasi-8149-028t7-00/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Saç kavurma Tavası Ahşap Altlıklı 8149.028T7.K4-tr,,https://oztiryakiler.com.tr/urun/dokum-sac-kavurma-tavasi-ahsap-altlikli-8149-028t7-k4/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Saç Kavurma Tavası Cam Kapaklı Ahşap Altlıklı 8149.028T7.K3-tr,,https://oztiryakiler.com.tr/urun/dokum-sac-kavurma-tavasi-cam-kapakli-ahsap-altlikli-8149-028t7-k3/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Sahan 8149.0TV16.AH222BE-tr,,https://oztiryakiler.com.tr/urun/dokum-sahan-8149-0tv16-ah222be/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Servis Tabağı 8149.0ST36.24K4-tr,,https://oztiryakiler.com.tr/urun/dokum-servis-tabagi-8149-0st36-24k4/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Sunum Plakası 8149.AS161.IR-tr,,https://oztiryakiler.com.tr/urun/dokum-sunum-plakasi-8149-as161-ir/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Sunum Tavası 8149.0YSTV.16K4-tr,,https://oztiryakiler.com.tr/urun/dokum-sunum-tavasi-8149-0ystv-16k4/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tava 8149.PTV12.15K4-tr,,https://oztiryakiler.com.tr/urun/dokum-tava-8149-ptv12-15k4/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tava 8149.PTV12.15K44-tr,,https://oztiryakiler.com.tr/urun/dokum-tava-8149-ptv12-15k44/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere 8130.YTC20.K1M-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-8130-ytc20-k1m/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere 8130.YTC20.K1S-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-8130-ytc20-k1s/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere 8130.YTC20.K1T-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-8130-ytc20-k1t/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere 8130.YTC24.K1M-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-8130-ytc24-k1m/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere 8130.YTC24.K1S-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-8130-ytc24-k1s/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere 8130.YTC24.K1T-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-8130-ytc24-k1t/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere 8130.YTC28.K1M-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-8130-ytc28-k1m/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere 8130.YTC28.K1S-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-8130-ytc28-k1s/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere 8130.YTC28.K1T-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-8130-ytc28-k1t/,dokum-tencereler | pisiriciler | tencereler-pisiriciler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere Mini 8130.YTC10.K1M-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-mini-8130-ytc10-k1m/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere Mini 8130.YTC10.K1S-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-mini-8130-ytc10-k1s/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere Mini 8130.YTC10.K1T-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-mini-8130-ytc10-k1t/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere Yayvan 8130.YST24.K1M-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-yayvan-8130-yst24-k1m/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere Yayvan 8130.YST24.K1S-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-yayvan-8130-yst24-k1s/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere Yayvan 8130.YST24.K1T-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-yayvan-8130-yst24-k1t/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere Yayvan 8130.YST28.K1M-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-yayvan-8130-yst28-k1m/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere Yayvan 8130.YST28.K1S-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-yayvan-8130-yst28-k1s/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Tencere Yayvan 8130.YST28.K1T-tr,,https://oztiryakiler.com.tr/urun/dokum-tencere-yayvan-8130-yst28-k1t/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Wok Tava 8149.WOK38.00-tr,,https://oztiryakiler.com.tr/urun/dokum-wok-tava-8149-wok38-00/,dokum-tavalar | pisiriciler | tavalar-pisiriciler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Yayvan Tencere Kubbe Kapak 8130.YST28.KDM-tr,,https://oztiryakiler.com.tr/urun/dokum-yayvan-tencere-kubbe-kapak-8130-yst28-kdm/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Yuvarlak Servis Plakası 8149.HRC23.557-tr,,https://oztiryakiler.com.tr/urun/dokum-yuvarlak-servis-plakasi-8149-hrc23-557/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Yuvarlak Tencere 8130.YTC28.K1Y-tr,,https://oztiryakiler.com.tr/urun/dokum-yuvarlak-tencere-8130-ytc28-k1y/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Yuvarlak Tencere 8130.YTC20.K1K-tr,,https://oztiryakiler.com.tr/urun/dokum-yuvarlak-tencere-8130-ytc20-k1k/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Yuvarlak Tencere 8130.YTC20.K1P-tr,,https://oztiryakiler.com.tr/urun/dokum-yuvarlak-tencere-8130-ytc20-k1p/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Yuvarlak Tencere 8130.YTC20.K1Y-tr,,https://oztiryakiler.com.tr/urun/dokum-yuvarlak-tencere-8130-ytc20-k1y/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Yuvarlak Tencere 8130.YTC24.K1K-tr,,https://oztiryakiler.com.tr/urun/dokum-yuvarlak-tencere-8130-ytc24-k1k/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Yuvarlak Tencere 8130.YTC24.K1P-tr,,https://oztiryakiler.com.tr/urun/dokum-yuvarlak-tencere-8130-ytc24-k1p/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Yuvarlak Tencere 8130.YTC24.K1Y-tr,,https://oztiryakiler.com.tr/urun/dokum-yuvarlak-tencere-8130-ytc24-k1y/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Yuvarlak Tencere 8130.YTC28.K1K-tr,,https://oztiryakiler.com.tr/urun/dokum-yuvarlak-tencere-8130-ytc28-k1k/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Döküm Yuvarlak Tencere 8130.YTC28.K1P-tr,,https://oztiryakiler.com.tr/urun/dokum-yuvarlak-tencere-8130-ytc28-k1p/,dokum-demir | pisirme-ekipmanlari | tencereler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Et Çengeli İkili 10 mm,8360.00007.08-tr,https://oztiryakiler.com.tr/urun/et-cengeli-ikili-10-mm-8360-00007-08/,cengeller | el-gerecleri,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Et Çengeli Tekli 10 mm,8360.00007.00-tr,https://oztiryakiler.com.tr/urun/et-cengeli-tekli-10-mm-8360-00007-00/,cengeller | el-gerecleri,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Et Çengeli Tekli 8 mm,8360.00007.01-tr,https://oztiryakiler.com.tr/urun/et-cengeli-tekli-8-mm-8360-00007-01/,cengeller | el-gerecleri,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Et Döveceği Paslanmaz 8355.81016.0B-tr,,https://oztiryakiler.com.tr/urun/et-dovecegi-paslanmaz-8355-81016-0b/,el-gerecleri | et-dovecekleri,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Fritoz Teli (Sanayı Tıp Tava),8150.06014.01-tr,https://oztiryakiler.com.tr/urun/fritoz-teli-sanayi-tip-tava-8150-06014-01/,el-gerecleri | suzgec-ve-elekler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Fritoz Teli (Tava),8150.07015.01-tr,https://oztiryakiler.com.tr/urun/fritoz-teli-tava-8150-07015-01/,el-gerecleri | suzgec-ve-elekler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Fritoz Teli (Tava),8150.08016.01-tr,https://oztiryakiler.com.tr/urun/fritoz-teli-tava-8150-08016-01/,el-gerecleri | suzgec-ve-elekler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Fritoz Teli (Tencere),8150.03015.01-tr,https://oztiryakiler.com.tr/urun/fritoz-teli-tencere-8150-03015-01/,el-gerecleri | suzgec-ve-elekler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Fritoz Teli (Tencere),8150.06520.01-tr,https://oztiryakiler.com.tr/urun/fritoz-teli-tencere-8150-06520-01/,el-gerecleri | suzgec-ve-elekler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Fritoz Teli (Tencere),8150.07030.01-tr,https://oztiryakiler.com.tr/urun/fritoz-teli-tencere-8150-07030-01/,el-gerecleri | suzgec-ve-elekler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Fritoz Teli (Tencere),8150.08030.01-tr,https://oztiryakiler.com.tr/urun/fritoz-teli-tencere-8150-08030-01/,el-gerecleri | suzgec-ve-elekler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Fritoz Teli Telı (Tava),8150.04011.01-tr,https://oztiryakiler.com.tr/urun/fritoz-teli-teli-tava-8150-04011-01/,el-gerecleri | suzgec-ve-elekler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Dondurma Kuveti Polipropilen 8310.0PPIC.00-tr,,https://oztiryakiler.com.tr/urun/gastronom-dondurma-kuveti-polipropilen-8310-0ppic-00/,dondurma-kuveti | gastronom-kuvetler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Kuvet Kapak Policarbon 1/1,8315.00011.00-tr,https://oztiryakiler.com.tr/urun/gastronom-kuvet-kapak-policarbon-1-1-8315-00011-00/,gastronom-kuvetler | polikarbonat-gn-kuvet,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Kuvet Kapak Policarbon 1/2,8315.00012.00-tr,https://oztiryakiler.com.tr/urun/gastronom-kuvet-kapak-policarbon-1-2-8315-00012-00/,gastronom-kuvetler | polikarbonat-gn-kuvet,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Kuvet Kapak Policarbon 1/3,8315.00013.00-tr,https://oztiryakiler.com.tr/urun/gastronom-kuvet-kapak-policarbon-1-3-8315-00013-00/,gastronom-kuvetler | polikarbonat-gn-kuvet,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Kuvet Kapak Policarbon 1/4,8315.00014.00-tr,https://oztiryakiler.com.tr/urun/gastronom-kuvet-kapak-policarbon-1-4-8315-00014-00/,gastronom-kuvetler | polikarbonat-gn-kuvet,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Kuvet Kapak Policarbon 1/6,8315.00016.00-tr,https://oztiryakiler.com.tr/urun/gastronom-kuvet-kapak-policarbon-1-6-8315-00016-00/,gastronom-kuvetler | polikarbonat-gn-kuvet,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Kuvet Kapak Policarbon 1/9,8315.00019.00-tr,https://oztiryakiler.com.tr/urun/gastronom-kuvet-kapak-policarbon-1-9-8315-00019-00/,gastronom-kuvetler | polikarbonat-gn-kuvet,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Kuvet Kapak Polipropilen 1/1 8315.PPL11.00-tr,,https://oztiryakiler.com.tr/urun/gastronom-kuvet-kapak-polipropilen-1-1-8315-ppl11-00/,gastronom-kuvetler | poliprobilen-gn-kuvet,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Kuvet Kapak Polipropilen 1/2 8315.PPL12.00-tr,,https://oztiryakiler.com.tr/urun/gastronom-kuvet-kapak-polipropilen-1-2-8315-ppl12-00/,gastronom-kuvetler | poliprobilen-gn-kuvet,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Kuvet Kapak Polipropilen 1/3 8315.PPL13.00-tr,,https://oztiryakiler.com.tr/urun/gastronom-kuvet-kapak-polipropilen-1-3-8315-ppl13-00/,gastronom-kuvetler | poliprobilen-gn-kuvet,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Kuvet Kapak Polipropilen 1/4 8315.PPL14.00-tr,,https://oztiryakiler.com.tr/urun/gastronom-kuvet-kapak-polipropilen-1-4-8315-ppl14-00/,gastronom-kuvetler | poliprobilen-gn-kuvet,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Kuvet Kapak Polipropilen 1/6 8315.PPL16.00-tr,,https://oztiryakiler.com.tr/urun/gastronom-kuvet-kapak-polipropilen-1-6-8315-ppl16-00/,gastronom-kuvetler | poliprobilen-gn-kuvet,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Kuvet Kapak Polipropilen 1/9 8315.PPL19.00-tr,,https://oztiryakiler.com.tr/urun/gastronom-kuvet-kapak-polipropilen-1-9-8315-ppl19-00/,gastronom-kuvetler | poliprobilen-gn-kuvet,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Gastronom Kuvet Policarbon 1/1-065,8310.11065.00-tr,https://oztiryakiler.com.tr/urun/gastronom-kuvet-policarbon-1-1-065-8310-11065-00/,gastronom-kuvetler | polikarbon-gn-kuvetler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
